,Date,Open,High,Low,Close,Volume,Signal,NumBuy,Cost,NumSell,Income,Profit
403,8/27/2014,9.17,9.25,8.92,9.08,396656,-1,,,,,
404,8/28/2014,9.0,9.08,8.83,8.92,147106,-1,,,-11000.0,98831.7,-336.6000000000058
405,8/29/2014,8.83,8.92,8.75,8.75,285360,-1,,,,,
406,9/1/2014,8.83,9.08,8.75,9.0,162965,-1,,,,,
407,9/2/2014,8.92,9.08,8.83,8.92,223986,1,,,,,
408,9/3/2014,8.92,9.0,8.92,8.92,87942,1,11100.0,-99180.3204,,,
409,9/4/2014,8.92,9.25,8.83,8.92,604895,1,,,,,
410,9/5/2014,9.0,9.08,8.83,9.0,190670,1,,,,,
411,9/8/2014,9.0,9.08,8.92,8.92,94166,-1,,,,,
412,9/9/2014,9.0,9.08,8.67,8.75,606652,-1,,,-11100.0,99730.17,549.8496000000014
413,9/10/2014,8.75,8.75,8.58,8.67,232873,-1,,,,,
414,9/11/2014,8.67,8.75,8.5,8.58,355193,-1,,,,,
415,9/12/2014,8.5,8.58,8.42,8.5,314871,-1,,,,,
416,9/15/2014,8.5,8.58,8.42,8.5,142936,-1,,,,,
417,9/16/2014,8.42,8.5,8.33,8.42,214767,1,,,,,
418,9/17/2014,8.42,8.5,8.29,8.42,366050,1,11800.0,-99524.90520000001,,,
419,9/18/2014,8.42,8.5,8.33,8.5,271848,1,,,,,
420,9/19/2014,8.58,8.75,8.42,8.42,1337809,1,,,,,
421,9/22/2014,8.42,8.58,8.42,8.42,179734,1,,,,,
422,9/23/2014,8.5,8.58,8.42,8.5,138871,-1,,,,,
423,9/24/2014,8.5,8.58,8.42,8.58,128040,1,,,-11800.0,100129.48999999999,604.5847999999824
424,9/25/2014,8.58,8.58,8.42,8.5,229401,1,11600.0,-99697.1976,,,
425,9/26/2014,8.5,8.67,8.42,8.67,137364,1,,,,,
426,9/29/2014,8.67,8.67,8.42,8.5,318164,-1,,,,,
427,9/30/2014,8.58,8.75,8.5,8.67,291040,1,,,-11600.0,99358.8024,-338.395199999999
428,10/1/2014,8.67,8.75,8.58,8.67,141947,1,11500.0,-99874.4985,,,
429,10/2/2014,8.67,8.75,8.5,8.58,175742,1,,,,,
430,10/3/2014,8.58,8.67,8.5,8.58,65275,-1,,,,,
431,10/6/2014,8.58,8.58,8.42,8.42,205468,-1,,,-11500.0,98502.261,-1372.237500000003
